WE_41B884,youssef,STUDBME2,CMP_LAB3,El-modarag,STUDBME1,CMP_LAB4,CMP_LAB2,ARC3,Sbme-Staff,CMP_LAB1,El-lab,Mo_Hamza,Farouk,RehabLab,Gamil,TP-Link_463C,redmi,ARC1,target
-65,-78,-63,-76,-100,-68,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,6
-70,-100,-56,-78,-100,-100,-100,-76,-100,-100,-100,-52,-100,-82,-100,-100,-100,-100,-100,12
-64,-100,-57,-100,-100,-74,-54,-100,-100,-100,-54,-100,-100,-52,-100,-100,-100,-100,-100,11
-69,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-50,-68,-81,-100,-100,-100,-100,-100,12
-50,-100,-56,-100,-100,-48,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,7
-62,-74,-62,-72,-73,-66,-74,-73,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,8
-65,-69,-72,-74,-100,-70,-100,-75,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,8
-50,-100,-44,-68,-100,-100,-100,-100,-100,-100,-100,-69,-73,-100,-100,-100,-100,-100,-100,13
-65,-76,-65,-100,-71,-61,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,7
-71,-77,-63,-100,-77,-66,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,6
-58,-80,-55,-100,-73,-58,-71,-100,-100,-89,-68,-100,-100,-100,-100,-100,-100,-100,-100,7
-53,-100,-51,-100,-100,-61,-100,-55,-100,-100,-100,-72,-100,-58,-68,-100,-100,-100,-100,10
-51,-100,-47,-61,-100,-100,-100,-100,-100,-100,-100,-61,-73,-100,-100,-100,-100,-100,-100,13
-68,-100,-68,-100,-60,-44,-100,-100,-59,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,5
-54,-100,-45,-100,-100,-58,-100,-100,-100,-100,-54,-65,-100,-100,-100,-100,-100,-100,-100,10
-59,-100,-63,-100,-100,-53,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,7
-38,-100,-50,-100,-100,-68,-60,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,9
-58,-100,-54,-100,-100,-68,-100,-46,-100,-100,-78,-100,-64,-58,-100,-100,-100,-100,-100,11
-55,-77,-64,-100,-100,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,7
-67,-83,-63,-73,-100,-64,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,6
-62,-100,-53,-100,-100,-100,-55,-100,-100,-100,-100,-100,-100,-68,-69,-100,-100,-100,-100,11
-64,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-47,-71,-100,-100,-100,-100,-100,-100,12
-59,-100,-58,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-100,-100,-100,-100,-100,-100,13
-72,-81,-74,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,6
-47,-88,-46,-61,-100,-100,-60,-100,-100,-100,-59,-100,-100,-100,-76,-100,-100,-100,-100,9
-51,-100,-49,-100,-100,-61,-100,-59,-100,-100,-57,-100,-100,-100,-72,-100,-100,-100,-100,10
-56,-100,-43,-100,-100,-66,-100,-52,-100,-100,-100,-68,-100,-64,-70,-100,-100,-100,-100,10
-69,-100,-54,-100,-100,-77,-100,-100,-100,-100,-100,-55,-100,-100,-100,-100,-100,-100,-100,12
-72,-100,-68,-100,-79,-63,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,6
-67,-100,-48,-100,-100,-64,-100,-100,-100,-100,-100,-74,-100,-50,-100,-100,-100,-100,-100,10
-64,-100,-65,-100,-100,-39,-100,-100,-66,-81,-75,-100,-100,-100,-100,-56,-100,-100,-100,5
-71,-74,-65,-100,-74,-64,-100,-78,-100,-100,-75,-100,-100,-100,-100,-81,-100,-100,-100,8
-65,-79,-68,-67,-100,-62,-100,-100,-100,-100,-70,-100,-100,-100,-100,-83,-100,-100,-100,8
-71,-100,-60,-100,-100,-86,-100,-100,-100,-100,-100,-51,-74,-100,-100,-100,-100,-100,-100,12
-46,-100,-44,-67,-100,-63,-66,-67,-100,-100,-62,-100,-100,-67,-100,-100,-100,-100,-100,9
-60,-100,-59,-100,-69,-46,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,7
-70,-100,-67,-70,-68,-44,-70,-100,-72,-100,-71,-100,-100,-82,-91,-78,-100,-100,-100,5
-72,-100,-57,-100,-100,-100,-100,-100,-100,-100,-100,-50,-70,-100,-100,-100,-100,-100,-100,12
-62,-100,-52,-45,-100,-59,-100,-100,-100,-100,-48,-100,-100,-64,-100,-100,-100,-100,-100,11
-47,-100,-44,-59,-100,-47,-57,-100,-100,-100,-60,-69,-100,-100,-100,-100,-100,-100,-100,9
-67,-100,-69,-100,-75,-60,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,6
-65,-74,-54,-100,-65,-48,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,7
